Rank,ASN,AS Name,CC,Users (est.),% of country,% of Internet,Samples
12876,AS396982,GOOGLE-PRIVATE-CLOUD,IT,5463,0.01,0.0,337
12877,AS38532,USONYX-AS-AP USONYX PTE LTD,SG,5462,0.11,0.0,2035
12878,AS268253,Nossanet Fibra Eireli,BR,5460,0.0,0.0,277
12879,AS62432,VILTEL-AS,RU,5460,0.0,0.0,175
12880,AS268913,aranet telecom e cia Ltda,BR,5460,0.0,0.0,277
12881,AS197453,BIZTEL-AS,RU,5460,0.0,0.0,175
12882,AS263363,RADLINK TELECOMUNICACOES LTDA,BR,5460,0.0,0.0,277
12883,AS49880,NEWTECH-AS,RU,5460,0.0,0.0,175
12884,AS265163,Arenaja Servicos de telecomunicacoes,BR,5460,0.0,0.0,277
12885,AS264234,GLOBAL SOLUCOES EM TECNOLOGIA E TELECOM LTDA-ME,BR,5460,0.0,0.0,277
12886,AS52909,Vox Telecomunicacoes do Brasil Ltda,BR,5460,0.0,0.0,277
12887,AS271335,GATEWAY ENTERPRISE CORPORATION LTDA ME,BR,5460,0.0,0.0,277
12888,AS269409,Rio Online Telecomunicacoes e Informatica Ltda Me,BR,5460,0.0,0.0,277
12889,AS267549,NETCOMM ISP,BR,5460,0.0,0.0,277
12890,AS266030,W B DE ANDRADE TELECOMUNICACOES E INFORMATICA,BR,5460,0.0,0.0,277
12891,AS52815,DF LINK TELECOM COMERCIO E SERVICOS DE COMUNICACAO,BR,5460,0.0,0.0,277
12892,AS271089,SKYNEXT TELECOM LTDA,BR,5460,0.0,0.0,277
12893,AS264893,Maronline Solucoes em Tecnologia LTDA-ME,BR,5460,0.0,0.0,277
12894,AS268902,DANIEL CARVALHO DE OLIVEIRA SILVA ME,BR,5460,0.0,0.0,277
12895,AS201551,VONLINE-AS,RU,5460,0.0,0.0,175
12896,AS264586,SPEED TELECOMUNICACOES,BR,5460,0.0,0.0,277
12897,AS62738,ZOCHNET1,US,5458,0.0,0.0,960
12898,AS59913,BDTV www.bdtv.se,SE,5457,0.05,0.0,284
12899,AS34156,BAHN-AS-BLN,DE,5457,0.01,0.0,229
12900,AS35100,PATRIKWEB-CORE,SE,5457,0.05,0.0,284
12901,AS24436,UQ-AS-AP University of Queensland,AU,5456,0.02,0.0,432
12902,AS38611,BENDIGOTELCO-AS-AP Bendigo Community Telco,AU,5456,0.02,0.0,432
12903,AS136217,MOON-AS-AP MOON NET,BD,5456,0.02,0.0,3526
12904,AS212238,CDNEXT,GB,5455,0.01,0.0,576
12905,AS211335,BINBIRNET,TR,5454,0.01,0.0,740
12906,AS56050,NEW-SHINE-INTERNET-TH 134 Yenchit Road,TH,5454,0.01,0.0,1020
12907,AS200404,AS9121,TR,5454,0.01,0.0,740
12908,AS24744,SINET-SK-AS,SK,5454,0.12,0.0,363
12909,AS46125,COMSCORE-INC,US,5452,0.0,0.0,959
12910,AS45355,DIGICELPACIFIC-1-AP Digicel Fiji Limited,NR,5450,91.57,0.0,1759
12911,AS206092,SECFIREWALLAS,PL,5447,0.02,0.0,306
12912,AS141098,MULTIMEDIALINKTECH-AS-ID PT Multimedia Link Technology,ID,5445,0.0,0.0,960
12913,AS136562,THEWINNERIT-AS-AP Mohammad Ohid Ullah Bhuiyan ta The Winner IT,BD,5445,0.02,0.0,3519
12914,AS206930,FENIX,ES,5444,0.01,0.0,241
12915,AS23908,AIRPORT-AS-KR IIAC,KR,5441,0.01,0.0,808
12916,AS44171,NET4-AS,UA,5440,0.02,0.0,584
12917,AS52542,3Net Telecomunicacoes Ltda-ME,BR,5440,0.0,0.0,276
12918,AS263600,Radio Link Telecom,BR,5440,0.0,0.0,276
12919,AS265260,JOSE APARECIDO PEREIRA DA SILVA TELNET - ME,BR,5440,0.0,0.0,276
12920,AS42441,ASAVATAR,UA,5440,0.02,0.0,584
12921,AS52604,V + NET INTERNET,BR,5440,0.0,0.0,276
12922,AS264978,severo e prado ltda,BR,5440,0.0,0.0,276
12923,AS61732,HOBY INTERNET TECNOLOGIA,BR,5440,0.0,0.0,276
12924,AS263391,Virtu@lnet Telecom,BR,5440,0.0,0.0,276
12925,AS137483,RD-NETWORK-AS-AP RD Network,BD,5440,0.02,0.0,3516
12926,AS270442,G15NET LTDA,BR,5440,0.0,0.0,276
12927,AS11601,PICANOC-AS,CA,5440,0.01,0.0,590
12928,AS4680,MIND Mitsubishi Electric Information Network Corporation,JP,5438,0.0,0.0,141
12929,AS267721,FIORANI ALEJANDRO,AR,5434,0.01,0.0,711
12930,AS138278,NIKITABR-AS-IN Nikita Broadband Pvt. Ltd.,IN,5434,0.0,0.0,670
12931,AS29484,RUB-AS,DE,5433,0.01,0.0,228
12932,AS38584,"CUBEXS-AS-AP CubeXS Pvt Ltd, Internet Service Provider Pakistan",PK,5432,0.01,0.0,2232
12933,AS141456,BONDHON-AS-AP Bondhon Communication,BD,5431,0.02,0.0,3510
12934,AS198040,CHOJNET,PL,5429,0.02,0.0,305
12935,AS202058,PTK-AS -- GetNet-PermiX --,RU,5429,0.0,0.0,174
12936,AS42998,CROSS-I,RU,5429,0.0,0.0,174
12937,AS264822,PIAGGIO ANGEL PABLO,AR,5427,0.01,0.0,710
12938,AS201249,IPRO,AL,5424,0.23,0.0,3844
12939,AS396037,DL-SP,US,5424,0.0,0.0,954
12940,AS268642,CICERO F DA SILVA FLORESTA,BR,5421,0.0,0.0,275
12941,AS271209,adilson bento ferreira 02815717166,BR,5421,0.0,0.0,275
12942,AS267510,PROVEDOR CRNET TELECOM S.C. MULTIMIDIA EIRELI,BR,5421,0.0,0.0,275
12943,AS264358,Petrarca Solucoes Ltda - ME,BR,5421,0.0,0.0,275
12944,AS264992,VisionNet Telecom,BR,5421,0.0,0.0,275
12945,AS52581,PLENITUDE CONSULTORIA E SISTEMAS LTDA,BR,5421,0.0,0.0,275
12946,AS266204,SIM BRAZIL TELECOM,BR,5421,0.0,0.0,275
12947,AS262651,LIBnet Comunicacao Interativa Ltda,BR,5421,0.0,0.0,275
12948,AS268810,BAIANA NET TELECOM LTDA,BR,5421,0.0,0.0,275
12949,AS267121,ATPlus Telecom,BR,5421,0.0,0.0,275
12950,AS262400,Virtualis Provedor de Telecomunicacoes Eireli,BR,5421,0.0,0.0,275
12951,AS48175,ANT,IQ,5421,0.01,0.0,941
12952,AS204886,METRO-HU,CZ,5419,0.06,0.0,356
12953,AS201749,IQ-SUPERCELL,US,5418,0.0,0.0,953
12954,AS202777,IRAQ-IRAQNANETWORKS,IQ,5415,0.01,0.0,940
12955,AS21013,ITANDTEL-AS Wels,AT,5414,0.06,0.0,160
12956,AS47927,WIFIWEB Wifiweb Service Provider,IT,5414,0.01,0.0,334
12957,AS18305,POSNET POSCO ICT,KR,5414,0.01,0.0,804
12958,AS201427,PL-M2M-AS,PL,5411,0.02,0.0,304
12959,AS36917,ACS,AO,5410,0.1,0.0,173
12960,AS60296,METRONET-AS,SK,5409,0.12,0.0,360
12961,AS328427,AirLink-Broadband-AS,ZM,5409,0.09,0.0,678
12962,AS12426,MADNET-AS,SK,5409,0.12,0.0,360
12963,AS39365,MICROLINES-AS,LV,5402,0.34,0.0,1004
12964,AS268492,jeronimo luan gomes da silva,BR,5401,0.0,0.0,274
12965,AS262395,WIFI Plus Provedor Ltda.,BR,5401,0.0,0.0,274
12966,AS269568,MEGA BYTE INTERNET LTDA - ME,BR,5401,0.0,0.0,274
12967,AS266114,TOTUS TELECOMUNICACOES LTDA,BR,5401,0.0,0.0,274
12968,AS52821,Torres e Anselmi Ltda,BR,5401,0.0,0.0,274
12969,AS270371,CONECTE MARECHAL,BR,5401,0.0,0.0,274
12970,AS52802,Linkmax Solucoes de Acesso a Internet Ltda,BR,5401,0.0,0.0,274
12971,AS263304,tutasme net,BR,5401,0.0,0.0,274
12972,AS29900,GTMCNET,US,5401,0.0,0.0,950
12973,AS267193,-Reserved AS-,BR,5401,0.0,0.0,274
12974,AS135184,TRUEINET-AS-IN TRUEiNET NETWORKS,IN,5401,0.0,0.0,666
12975,AS29979,PWN-ASBLK,US,5401,0.0,0.0,950
12976,AS267493,G2 NETWORKS EIRELI,BR,5401,0.0,0.0,274
12977,AS270841,NOVANET MULTIMIDIA LTDA - ME,BR,5401,0.0,0.0,274
12978,AS61800,Utinga Net,BR,5401,0.0,0.0,274
12979,AS265982,GAUCHA ONLINE PROVEDOR DE INTERNET LTDA,BR,5401,0.0,0.0,274
12980,AS55901,SCEI-NET Sony Computer Entertainment Inc,JP,5399,0.0,0.0,140
12981,AS44380,WESTCOM-TRADE-AS,RU,5398,0.0,0.0,173
12982,AS43149,ROCKETTELECOM-AS,RU,5398,0.0,0.0,173
12983,AS44556,DLM-NET,RU,5398,0.0,0.0,173
12984,AS47304,ASNEW,DK,5397,0.1,0.0,202
12985,AS52510,MI INTERNET SPA,CL,5396,0.03,0.0,315
12986,AS52368,ZAM LTDA.,CL,5396,0.03,0.0,315
12987,AS22110,LIGTEL-COMMUNICATIONS,US,5395,0.0,0.0,949
12988,AS201725,TONETIC-AS,PL,5394,0.02,0.0,303
12989,AS60829,ASNEVERNET,SK,5394,0.12,0.0,359
12990,AS46253,SUGARSYNC,US,5389,0.0,0.0,948
12991,AS37566,ICONA-AS,LY,5388,0.32,0.0,2919
12992,AS141613,IDNIC-JIN-AS-ID PT Jaringan Internet Nusantara,ID,5388,0.0,0.0,950
12993,AS29286,SKYLOGIC-AS,NG,5388,0.01,0.0,723
12994,AS62044,ZSCALER-EMEA,US,5384,0.0,0.0,947
12995,AS210129,ATOMONET-AS,IT,5382,0.01,0.0,332
12996,AS263130,Lays Valeria Costa Almeida Franca - epp,BR,5381,0.0,0.0,273
12997,AS264244,SPEED NET SERVICOS DE TELECOMUNICACOES LTDA-ME,BR,5381,0.0,0.0,273
12998,AS266638,JRF Seguranca Eletronica LTDA ME,BR,5381,0.0,0.0,273
12999,AS269707,Prata Telecom,BR,5381,0.0,0.0,273
13000,AS263418,URB TELECOM LTDA - ME,BR,5381,0.0,0.0,273
13001,AS271480,CIANET DF SILVA MARTINS EIRELI ME,BR,5381,0.0,0.0,273
13002,AS269255,JACINTO SILVEIRA COSTA ME,BR,5381,0.0,0.0,273
13003,AS268177,BAUER PADILHA TOSTES JUNIOR 90723430500,BR,5381,0.0,0.0,273
13004,AS263434,Akto Tecnologia - EIRELI - EPP,BR,5381,0.0,0.0,273
13005,AS270355,EDENILSON OLIVEIRA BELO,BR,5381,0.0,0.0,273
13006,AS267324,M M da Silva,BR,5381,0.0,0.0,273
13007,AS264346,SOFTWAY internet e telecomunicacoes ltda,BR,5381,0.0,0.0,273
13008,AS268377,LOCALNET TELECOM LTDA,BR,5381,0.0,0.0,273
13009,AS138431,MSNC-AS-AP Md Mazaher Hossain,BD,5380,0.02,0.0,3477
13010,AS270013,J AND J SPA INFOFRACTAL,CL,5379,0.03,0.0,314
13011,AS56349,IP-NET,SK,5379,0.12,0.0,358
13012,AS14978,CSSBB,US,5378,0.0,0.0,946
13013,AS3379,KAISER-NCAL,US,5378,0.0,0.0,946
13014,AS36974,AFNET-AS,BW,5377,0.5,0.0,468
13015,AS202686,SESTAFERIA,ES,5376,0.01,0.0,238
13016,AS43375,EP-AS,BE,5376,0.05,0.0,210
13017,AS141375,CIL-AS-AP Central Internet Link,BD,5374,0.02,0.0,3473
13018,AS134781,HSBN-AS-AP HI-SPEED BROADBAND NETWORK,BD,5374,0.02,0.0,3473
13019,AS270015,COOP DE SERVICIOS PUBLICOS PLOTTIER LTDA,AR,5373,0.01,0.0,703
13020,AS1448,UNITED-BROADBAND,US,5372,0.0,0.0,945
13021,AS3,MIT-GATEWAYS,US,5372,0.0,0.0,945
13022,AS132735,RAYANTRADERS-AS-AP Rayan Traders,BD,5372,0.02,0.0,3472
13023,AS47374,LANULTRA,BG,5368,0.11,0.0,1890
13024,AS56592,TELEWEST-INET-AS,RU,5366,0.0,0.0,172
13025,AS265749,REDES BANDA ANCHA SOLUCIONES S.R.L,AR,5366,0.01,0.0,702
13026,AS57246,WELLTELECOM,RU,5366,0.0,0.0,172
13027,AS29062,VOKS-AS VOKS ISP Autonomus system,UA,5366,0.02,0.0,576
13028,AS38847,NCHU-AS-TW National Chung Hsing University,TW,5365,0.02,0.0,549
13029,AS264389,ARP TELECOMUNICACOES LTDA - EPP,BR,5361,0.0,0.0,272
13030,AS263393,ELI ANTONIO MARTINS ME,BR,5361,0.0,0.0,272
13031,AS266523,ADW Telecom,BR,5361,0.0,0.0,272
13032,AS28190,FORTALNET BUREAU DE COMERCIO E SERVICOS LTDA,BR,5361,0.0,0.0,272
13033,AS265920,NET LIDER LTDA ME,BR,5361,0.0,0.0,272
13034,AS141532,GFIPL-AS-IN Gigafiber Internet Private Limited,IN,5361,0.0,0.0,661
13035,AS268428,Client Servicos e Telecomunicacoes Ltda,BR,5361,0.0,0.0,272
13036,AS61872,CRZNET TELECOM LTDA,BR,5361,0.0,0.0,272
13037,AS265996,POWER LINK TELECOM EIRELI,BR,5361,0.0,0.0,272
13038,AS137210,PATHIBHARA-NP Pathibhara Network Pvt. Ltd.,NP,5360,0.07,0.0,3016
13039,AS136100,BKVTELEMEDIA-AS-ID PT. BKVNET TELEMEDIA,ID,5359,0.0,0.0,945
13040,AS33901,CONNECTA-AS,PL,5358,0.02,0.0,301
13041,AS42431,B-NET,BG,5351,0.11,0.0,1884
13042,AS42205,NET-TV,HU,5351,0.07,0.0,669
13043,AS7862,CHEVRON,US,5350,0.0,0.0,941
13044,AS32709,1-JOINK,US,5350,0.0,0.0,941
13045,AS19935,CRRS,CA,5348,0.01,0.0,580
13046,AS137030,IPLINKNETWORK-AS-AP Jahirul Islam Kamal ta IP LINK NETWORK,BD,5346,0.02,0.0,3455
13047,AS52,UCLA,US,5344,0.0,0.0,940
13048,AS264526,ALPHANETT SERVICOS DE TELECOMUNICACOES,BR,5342,0.0,0.0,271
13049,AS61662,G2 XAXIM TELECOMUNICACOES LTDA,BR,5342,0.0,0.0,271
13050,AS270441,CONNECT PEDREIRAS SERVICOS DE INFORMATICA LTDA,BR,5342,0.0,0.0,271
13051,AS263633,Wconect Wireless Informatica LTDA - ME,BR,5342,0.0,0.0,271
13052,AS267148,JETVIA COMUNICACOES DIGITAIS LTDA,BR,5342,0.0,0.0,271
13053,AS270242,EVEREST TELECOM EIRELI - ME,BR,5342,0.0,0.0,271
13054,AS268790,DEBORA ALINE ALMEIDA - ME,BR,5342,0.0,0.0,271
13055,AS264911,POWERNET TELECOM,BR,5342,0.0,0.0,271
13056,AS264343,Empasoft Ltda .Me,BR,5342,0.0,0.0,271
13057,AS267088,Rede Spirit Telecom,BR,5342,0.0,0.0,271
13058,AS270943,FIBINET NETWORKS TELECOMUNICACOES LTDA,BR,5342,0.0,0.0,271
13059,AS47275,TORJON-AS,PL,5340,0.02,0.0,300
13060,AS203781,ZENIT-AS,UA,5338,0.02,0.0,573
13061,AS36146,ARKWEST-COMMUICATIONS,US,5338,0.0,0.0,939
13062,AS197255,VSESVIT-AS,UA,5338,0.02,0.0,573
13063,AS29914,MIDATL-3,US,5338,0.0,0.0,939
13064,AS50227,ORBITA-PLUS-GAGARIN LLC Orbita plus Gagarin,RU,5335,0.0,0.0,171
13065,AS57652,ZELTELECOM-AS,RU,5335,0.0,0.0,171
13066,AS41616,TELESERVICE-PLUS-AS,RU,5335,0.0,0.0,171
13067,AS265727,Infinite Wireless & Networking,BZ,5333,2.56,0.0,3293
13068,AS18022,SMART-AS-AP Ali Sumon ta SMART NET,BD,5332,0.02,0.0,3446
13069,AS139503,ASWS-AS-IN Aniruddha skyline web service,IN,5328,0.0,0.0,657
13070,AS7633,SOFTNET-AS-AP Software Technology Parks of India - Bangalore,IN,5328,0.0,0.0,657
13071,AS137100,NBSP-AS Netmax Broadband Services,IN,5328,0.0,0.0,657
13072,AS213375,PE_TK_AMT_AS,UA,5328,0.02,0.0,572
13073,AS269828,WI-PLUS SPA,CL,5327,0.03,0.0,311
13074,AS4663,"ELIMNET-AS-KR ELIMNET, INC.",KR,5326,0.01,0.0,791
13075,AS15383,Avenue des Arts - Kunstlaan 21,BE,5324,0.05,0.0,208
13076,AS268949,S M Telecom.Net Ltda,BR,5322,0.0,0.0,270
13077,AS270715,TELECOM SERVICOS DE INTERNET LTDA,BR,5322,0.0,0.0,270
13078,AS266622,AZUL TELECOM LTDA,BR,5322,0.0,0.0,270
13079,AS269393,KESLEY MATIAS DA SILVA EIRELI,BR,5322,0.0,0.0,270
13080,AS266387,World Fast Telecomunicacoes ME,BR,5322,0.0,0.0,270
13081,AS267369,MAFREDINE TELECOMUNICACOES EIRELI,BR,5322,0.0,0.0,270
13082,AS268026,UpNet Solutions,BR,5322,0.0,0.0,270
13083,AS35787,IC-AS,PL,5322,0.02,0.0,299
13084,AS268746,GEFSON CARLOS DA SILVA HONORATO,BR,5322,0.0,0.0,270
13085,AS29075,IELO IELO Main Network,FR,5322,0.01,0.0,282
13086,AS269698,INTERCLUB FIBRA TELECOM ME,BR,5322,0.0,0.0,270
13087,AS196927,RTK,PL,5322,0.02,0.0,299
13088,AS262911,BAU E DORL LTDA,BR,5322,0.0,0.0,270
13089,AS263348,DESEMPENHO PROVEDOR DE INTERNET,BR,5322,0.0,0.0,270
13090,AS18088,QIC Kyuden Infocom Company Inc,JP,5322,0.0,0.0,138
13091,AS6325,ILLINOIS-CENTURY,US,5321,0.0,0.0,936
13092,AS19465,AS-GOSFIELD,CA,5320,0.01,0.0,577
13093,AS264790,COOPERATIVA DE PROVISION DE SERVICIO ELECTRICO Y OTROS SERV DE PIGUE,AR,5320,0.01,0.0,696
13094,AS204716,PLAYMAX,SK,5319,0.11,0.0,354
13095,AS138567,THE1-AS-AP The Computer Systems,BD,5315,0.02,0.0,3435
13096,AS46408,COLUMBUS-COMMUNICATION-SVG,BB,5315,2.12,0.0,3541
13097,AS27774,Haiti Networking Group S.A.,HT,5315,0.37,0.0,1742
13098,AS39912,I3B-AS,AT,5312,0.06,0.0,157
13099,AS264702,Dardo Rene Schroder,AR,5312,0.01,0.0,695
13100,AS54359,NETAGO,CA,5311,0.01,0.0,576
13101,AS132590,AKCTV-AS-AP AKCTV Pte. Ltd.,KH,5310,0.07,0.0,834
13102,AS14574,RTCCOM,US,5310,0.0,0.0,934
13103,AS50772,UTT-AS,UA,5310,0.02,0.0,570
13104,AS36105,BBT-ISP,US,5310,0.0,0.0,934
13105,AS267717,CS SPA,CL,5310,0.03,0.0,310
13106,AS35737,RIAD-AS,UA,5310,0.02,0.0,570
13107,AS202491,WINET,ES,5308,0.01,0.0,235
13108,AS204821,CSC,ES,5308,0.01,0.0,235
13109,AS57791,ARDEN-AS,IE,5304,0.13,0.0,1020
13110,AS55039,FATBEAM-AS,US,5304,0.0,0.0,933
13111,AS55636,TPLC-KH TPLC Holding Ltd.,KH,5304,0.07,0.0,833
13112,AS201211,DRUGOYTEL-AS,RU,5304,0.0,0.0,170
13113,AS201786,COMLINE-AS COMLINE Novokuznetsk AS,RU,5304,0.0,0.0,170
13114,AS200066,ASNETKOM,RU,5304,0.0,0.0,170
13115,AS30745,"SITENETWORK-AS Sakhalin, Russia",RU,5304,0.0,0.0,170
13116,AS268295,PEDRO ANTONIO TAVARES ME,BR,5302,0.0,0.0,269
13117,AS270816,ZAMTECH COM TELECOMUNICACOES LTDA,BR,5302,0.0,0.0,269
13118,AS270972,NET ONE TELECOM LTDA - ME,BR,5302,0.0,0.0,269
13119,AS266177,GMSNET TELECOMUNICACOES EIRELI EIRELI,BR,5302,0.0,0.0,269
13120,AS270601,SMART TELECOM,BR,5302,0.0,0.0,269
13121,AS266944,CANALBR & C2 TELECOM,BR,5302,0.0,0.0,269
13122,AS266218,DDL LINE TELECOM LTDA,BR,5302,0.0,0.0,269
13123,AS52960,EDILSON SANTOS SILVA SOBRINHO - ME,BR,5302,0.0,0.0,269
13124,AS270330,PORTAL NET TELECOMUNICACOES LTDA,BR,5302,0.0,0.0,269
13125,AS11139,CWC-ROC-11139,AG,5301,6.6,0.0,6286
13126,AS206182,GLOBALCOMBASILICATA,IT,5300,0.01,0.0,327
13127,AS197393,ASRUDOLFNET,CZ,5298,0.06,0.0,348
13128,AS38844,NTNU-TW National Taiwan Normal University,TW,5297,0.02,0.0,542
13129,AS57999,DATANETISP-AS,UA,5291,0.02,0.0,568
13130,AS197335,FREEBIT,UA,5291,0.02,0.0,568
13131,AS56824,VIVA-AS,UA,5291,0.02,0.0,568
13132,AS137373,IDNIC-SUITEN-AS-ID PT. SUITEN INOVASI SUKSES,ID,5291,0.0,0.0,933
13133,AS12508,"AS12508 Bratislava, Slovak Republic",SK,5289,0.11,0.0,352
13134,AS139590,GALAXYCYBERCAFE-AS-AP Galaxy Cyber Cafe,BD,5287,0.02,0.0,3417
13135,AS43179,TEAMC-AS,BA,5286,0.19,0.0,4778
13136,AS15399,WANANCHI-,ZA,5284,0.01,0.0,340
13137,AS270481,ERBS TECNOLOGIA,BR,5283,0.0,0.0,268
13138,AS61708,INFOCAT INFORMATICA LTDA,BR,5283,0.0,0.0,268
13139,AS270706,LAN TELECOM INTERNET BANDA LARGA LTDA,BR,5283,0.0,0.0,268
13140,AS271126,GLEIBSON DOS SANTOS ALVES DE SA,BR,5283,0.0,0.0,268
13141,AS269632,OpsTelecom Servico em Telecomunicacoes Ltda,BR,5283,0.0,0.0,268
13142,AS262679,Secretaria de Fazenda de Mato Grosso do Sul,BR,5283,0.0,0.0,268
13143,AS268771,BINARY NET TELECOMUNICACOES EIRELI,BR,5283,0.0,0.0,268
13144,AS267524,INETWORKS LTDA,BR,5283,0.0,0.0,268
13145,AS270456,T&M SERVICOS DE TELECOMUNICACOES LTDA - ME,BR,5283,0.0,0.0,268
13146,AS134141,B2BWHOLESALE-AS-AP B2B Wholesale Pty Ltd,AU,5280,0.02,0.0,418
13147,AS137159,MARUTHI-AS Maruthi Cable And Data Private Limited,IN,5280,0.0,0.0,651
13148,AS133268,SHAKTI-AS-IN Shakti Cables And Network Tools,IN,5280,0.0,0.0,651
13149,AS141280,NEXUSNPL-AS-IN Nexusnet Networks Private Limited,IN,5280,0.0,0.0,651
13150,AS8720,ASPAN-AS,KZ,5278,0.03,0.0,249
13151,AS30437,GE-MS003,US,5276,0.0,0.0,928
13152,AS135468,BNET-AS-ID PT. Wahana Internet Nusantara,ID,5274,0.0,0.0,930
13153,AS25231,RU-NSO-CIT,RU,5273,0.0,0.0,169
13154,AS60489,ASCIT,RU,5273,0.0,0.0,169
13155,AS328431,Connected-Space-AS,ZA,5268,0.01,0.0,339
13156,AS132530,BESTECTELECOMLTD-AS-AP Bestec Telecom Ltd.,BD,5268,0.02,0.0,3405
13157,AS199837,TREPSYSTEMAS,IT,5268,0.01,0.0,325
13158,AS39326,HSO-GROUP,GB,5266,0.01,0.0,556
13159,AS393740,PROGRESSIVETEL,US,5264,0.0,0.0,926
13160,AS16276,OVH,ES,5263,0.01,0.0,233
13161,AS61874,S.R. da Silva Telecomunicacoes,BR,5263,0.0,0.0,267
13162,AS138718,EKOWEB-AS-IN Ekowebtech It Services Pvt Ltd,IN,5263,0.0,0.0,649
13163,AS267042,ONLINE-NET PROVEDOR,BR,5263,0.0,0.0,267
13164,AS264147,INTERA COMUNICACAO MULTIMIDIA E INFORMATICA,BR,5263,0.0,0.0,267
13165,AS268768,PAULO HENRIQUE BATISTA GIMENES - ME,BR,5263,0.0,0.0,267
13166,AS269196,P B Net Cursos Idiomas e Internet Ltda,BR,5263,0.0,0.0,267
13167,AS268319,CONTINENTAL EMPREENDIMENTOS EIRELI-ME,BR,5263,0.0,0.0,267
13168,AS270539,Netlin Servicos de Comunicacao LTDA,BR,5263,0.0,0.0,267
13169,AS270607,POWERNET MINAS TELECOM LTDA,BR,5263,0.0,0.0,267
13170,AS265295,Handrigo jose Antunes,BR,5263,0.0,0.0,267
13171,AS265894,Portal.com STI eirele,BR,5263,0.0,0.0,267
13172,AS59466,EUROXP,BG,5260,0.11,0.0,1852
13173,AS19006,CLICK1,US,5259,0.0,0.0,925
13174,AS263823,Jose Luis Zurakouski MIX SERVICIOS & COMUNICACIONES,AR,5259,0.01,0.0,688
13175,AS60171,AFRIX-AS,CD,5256,0.04,0.0,191
13176,AS38835,VIAIP-AS-AP Buroserv Australia Pty Ltd,AU,5254,0.02,0.0,416
13177,AS36384,GOOGLE-IT,TW,5248,0.02,0.0,537
13178,AS41622,DATABAAR,CH,5247,0.06,0.0,161
13179,AS63089,SST,US,5247,0.0,0.0,923
13180,AS24020,"UITM-AS-AP University ITM, Shah Alam, Selangor Malaysia",MY,5247,0.02,0.0,1583
13181,AS394907,NORTHLANDCOMMUNICATIONS-NC-398,US,5247,0.0,0.0,923
13182,AS137419,MILLENIUMCOMPUTER-AS-AP Asif Chowdhury,BD,5247,0.02,0.0,3391
13183,AS136425,ASIA-NET-AS-AP Asianet Online Service,BD,5244,0.02,0.0,3389
13184,AS264849,COOPERATIVA DE ELECTRICIDAD Y S. A. DE DIONISIA LTDA.,AR,5243,0.01,0.0,686
13185,AS266328,ALPHANET TELECOM LTDA ME,BR,5243,0.0,0.0,266
13186,AS270839,WM INTERNET LTDA,BR,5243,0.0,0.0,266
13187,AS268677,DLCOM-DADOS LINKS E COMERCIO LTDA,BR,5243,0.0,0.0,266
13188,AS43094,GIGANET an ITNS network infrastructure,MD,5243,0.15,0.0,539
13189,AS268092,Bottega Telecomunicacoes Ltda ME,BR,5243,0.0,0.0,266
13190,AS28164,AMPLANET LTDA,BR,5243,0.0,0.0,266
13191,AS263548,portal provedor de comunicacoes ltda,BR,5243,0.0,0.0,266
13192,AS267669,JKS INTERNET BANDA LARGA,BR,5243,0.0,0.0,266
13193,AS266998,MAIS WEB PROVIDER EIRELI - EPP,BR,5243,0.0,0.0,266
13194,AS44736,TSVRN-AS,RU,5242,0.0,0.0,168
13195,AS60569,ARD-TELEPORT,RU,5242,0.0,0.0,168
13196,AS13238,YANDEX,RU,5242,0.0,0.0,168
13197,AS15580,Gutenbergstrasse 8,DE,5242,0.01,0.0,220
13198,AS34709,ALTEGROSKY-AS,RU,5242,0.0,0.0,168
13199,AS47095,MURRAY-ELECTRIC-SYSTEM,US,5242,0.0,0.0,922
13200,AS133193,PEATHAILAND-AS-AP Provincial Electricity Authority PEA,TH,5240,0.01,0.0,980
13201,AS39277,"MONDO-BYTE-AS str. E58, nr. 2",RO,5239,0.04,0.0,889
13202,AS12067,SHAWNEELINK,US,5236,0.0,0.0,921
13203,AS52490,COOPERATIVA DE ELECTRICIDAD DE PEDRO LURO,AR,5236,0.01,0.0,685
13204,AS61997,SPICHKIN-NET,UA,5235,0.02,0.0,562
13205,AS48742,EURO-NET-PL-AS,PL,5233,0.02,0.0,294
13206,AS28104,Eutel N.V.,BQ,5231,36.27,0.0,3334
13207,AS204288,ITLUX-AS,UA,5226,0.02,0.0,561
13208,AS39908,DPTS-KVANT-AS,UA,5226,0.02,0.0,561
13209,AS52280,INTERNEXA Chile S.A.,CL,5225,0.03,0.0,305
13210,AS394497,TF-178-ASH,US,5225,0.0,0.0,919
13211,AS46328,FOUR-U-AS,US,5225,0.0,0.0,919
13212,AS14103,ACDNET-ASN1,US,5225,0.0,0.0,919
13213,AS266248,NetSV Servico de Comunicacao Multimidia LTDA,BR,5223,0.0,0.0,265
13214,AS264553,J da L Moraes Telecom ME,BR,5223,0.0,0.0,265
13215,AS268994,FIBERFOX SERVICOS DE TELECOMUNICACOES,BR,5223,0.0,0.0,265
13216,AS262801,GRUPO VIVATELECOM LTDA,BR,5223,0.0,0.0,265
13217,AS267222,EXTREME COMUNICACAO MULTIMIDIA LTDA,BR,5223,0.0,0.0,265
13218,AS268227,PROTEK INFORMATICA EIRELI ME,BR,5223,0.0,0.0,265
